library,term,size,anchors,direction,neighbours,shift,p,fwer,fdr,neighbour_median_percentile,top_neighbours
GO:BP,Neuron Projection Morphogenesis (GO:0048812),85,CNTN4,down,84,0.0071581779914032225,0.46850629874025196,1.0,0.7378152777777778,0.545980078263963,"DLG4, SLITRK5, CNTNAP2, EPHB2, ALCAM, ARHGAP35"
Reactome,mRNA Splicing - Major Pathway R-HSA-72163,120,FUS,up,119,0.011058452934371073,0.46870625874825034,1.0,0.7378152777777778,0.5046246887228745,"DDX46, CASC3, SF3B1, CPSF2, CCAR1, CDC5L"
GO:BP,Negative Regulation Of mRNA Catabolic Process (GO:1902373),14,FUS,up,13,0.015064817965209771,0.46870625874825034,1.0,0.7378152777777778,0.5083600142298115,"PABPC1, HNRNPU, NBAS, CSDE1, ELAVL1, LARP1"
Reactome,Toll-like Receptor Cascades R-HSA-168898,64,LGMN,down,63,0.006951741356816556,0.46910617876424715,1.0,0.7378152777777778,0.615795090715048,"CUL1, MAP2K1, TANK, MAPK8, CHUK, PPP2R1A"
GO:BP,Axon Guidance (GO:0007411),67,"PLXNC1, CNTN4",up,65,0.011032540866961846,0.46930613877224553,1.0,0.7378152777777778,0.43792244752757026,"WNT5A, TRIO, LGI1, SEMA4D, RPS6KA5, KIF5C"
Reactome,Glutamate Neurotransmitter Release Cycle R-HSA-210500,16,PPFIA4,up,15,0.012061682591835658,0.47010597880423916,1.0,0.7378152777777778,0.5638562789043046,"SLC38A2, SNAP25, RAB3A, PPFIA1, ARL6IP5, CPLX1"
GO:BP,Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091),72,CFLAR,up,71,0.011540326873548853,0.47130573885222954,1.0,0.7378152777777778,0.43649946638207043,"PRKCB, CLU, WNT5A, CD200, EIF2AK2, TRIM32"
KEGG,mRNA surveillance pathway,55,FUS,up,54,0.012904041895159968,0.47170565886822635,1.0,0.7378152777777778,0.5700818214158663,"CASC3, CPSF2, PABPC1, PABPC4, SMG1, PPP2R5E"
GO:BP,Epithelium Development (GO:0060429),29,GSTK1,up,28,0.011476970543818814,0.47170565886822635,1.0,0.7378152777777778,0.5321060120953398,"HNRNPH3, ALDOC, CTSB, CBR1, CNN3, PDCD10"
GO:BP,Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209),13,IBTK,down,12,0.008236920461058617,0.47230553889222154,1.0,0.7378152777777778,0.6072572038420491,"ITPR1, DRD2, PLCG1, LETM1, PLCH1, GHITM"
GO:BP,Positive Regulation Of Transcription Elongation By RNA Polymerase II (GO:0032968),26,ZMYND8,up,25,0.00990436241030693,0.47250549890022,1.0,0.7378152777777778,0.5667022411953042,"CDK13, CDK12, MED14, CDK9, MED21, CCNT1"
GO:MF,Cysteine-Type Peptidase Activity (GO:0008234),52,LGMN,down,51,0.004610239792907355,0.47310537892421517,1.0,0.7378152777777778,0.44557097118463185,"CTSF, VCPIP1, ATXN3, USP24, USP53, TANK"
GO:BP,Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),35,GPNMB,up,34,0.010585213353966965,0.47370525894821036,1.0,0.7378152777777778,0.5220562077552473,"IGF1, PDGFA, MFHAS1, NTRK3, CHI3L1, CD74"
WikiPathways,Nuclear Receptors Meta Pathway WP2882,98,DNAJB1,up,97,0.010315643454999086,0.47390521895620874,1.0,0.7378152777777778,0.5154749199573105,"RGS2, ENC1, PTGES3, JUN, AKAP13, JUND"
Reactome,Protein Localization R-HSA-9609507,79,GSTK1,up,78,0.013032530771735579,0.47550489902019594,1.0,0.7378152777777778,0.536463891853433,"UBE2D3, CMC2, TOMM7, HSD17B4, COA6, COX19"
GO:CC,Lytic Vacuole (GO:0000323),99,LGMN,down,98,0.003053838387131691,0.47730453909218157,1.0,0.7378152777777778,0.5148523657061543,"LAMTOR1, CTSF, ABCB9, ABCA5, VMA21, FUCA2"
GO:BP,DNA Metabolic Process (GO:0006259),88,TRRAP,up,87,0.009462024344816461,0.47790441911617676,1.0,0.7378152777777778,0.4889718961223764,"EP400, YY1, RUVBL2, PTGES3, REXO4, DUT"
KEGG,Neuroactive ligand-receptor interaction,45,SSTR1,down,44,0.003077105322683399,0.47850429914017195,1.0,0.7378152777777778,0.5272145144076841,"GRIA3, AGTR1, GRID1, DRD2, NTSR2, GABRA4"
GO:CC,SWI/SNF Complex (GO:0016514),16,BCL11A,up,15,0.005584712202350298,0.4807038592281544,1.0,0.7378152777777778,0.4475275702596941,"BCL7A, ARID2, PHF10, BCL7B, PBRM1, ARID1B"
Reactome,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,146,FUS,up,145,0.00705160738514929,0.48110377924415115,1.0,0.7378152777777778,0.5010672358591248,"DDX46, CASC3, SF3B1, CPSF2, CCAR1, CDC5L"
WikiPathways,IL 18 Signaling Pathway WP4754,22,CFLAR,up,21,0.006022183047164054,0.483503299340132,1.0,0.7378152777777778,0.4407684098185699,"PRKCB, RELA, MAPK1, MAP3K7, NFKBIA, IMP3"
KEGG,MAPK signaling pathway,112,CACNA1A,up,111,0.007198888435120786,0.483503299340132,1.0,0.7378152777777778,0.4224475275702597,"CACNA2D3, PRKCB, FGFR1, IGF1R, IGF1, JUN"
GO:BP,Negative Regulation Of Gene Expression (GO:0010629),127,"LGMN, GPNMB",up,125,0.008046628143638372,0.4839032193561288,1.0,0.7378152777777778,0.516008537886873,"YY1, DIP2A, EPC1, AGO3, ENC1, EIF2AK2"
GO:CC,Membrane Raft (GO:0045121),54,PRKAR2A,up,53,0.00542827096398709,0.4851029794041192,1.0,0.7378152777777778,0.535752401280683,"ANXA2, IL6ST, PAG1, EZR, THY1, ADD2"
GO:BP,Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),67,LGMN,down,66,0.0006627616768872196,0.4859028194361128,1.0,0.7378152777777778,0.5149413020277481,"ZNF503, PINK1, TERF2, HIF1A, RBMS3, PRKAA1"
GO:BP,Apoptotic Process (GO:0006915),71,CFLAR,up,70,0.006399218698165246,0.48630273945210956,1.0,0.7378152777777778,0.5297936677339026,"NSG1, BOK, C19ORF12, IFI27L2, SIAH1, JADE1"
Reactome,Programmed Cell Death R-HSA-5357801,91,CFLAR,up,90,0.0077587419810394445,0.486502699460108,1.0,0.7378152777777778,0.5128957666310922,"HSP90AA1, TFDP2, DFFA, PSMD5, UBA52, YWHAB"
WikiPathways,Hippo Merlin Signaling Dysregulation WP4541,38,PRKAR2A,up,37,0.0077739198868339125,0.4869026194761048,1.0,0.7378152777777778,0.37886872998932764,"CDH2, FGFR1, IGF1R, PPP1R12A, CDH4, PLCB4"
Reactome,Neurotransmitter Release Cycle R-HSA-112310,30,PPFIA4,up,29,0.003668874486124721,0.489502099580084,1.0,0.7378152777777778,0.5016008537886874,"NAAA, SYN2, SLC38A2, CASK, SYN1, SNAP25"
WikiPathways,Vitamin D Sensitive Calcium Signaling In Depression WP4698,16,CALB1,up,15,0.007534836791455746,0.4911017796440712,1.0,0.7378152777777778,0.4174670935610103,"GRIN2A, ATP2B1, KDM3A, RXRA, NFE2L2, GRIN1"
Reactome,Apoptosis R-HSA-109581,82,CFLAR,up,81,0.0052271480614572395,0.4917016596680664,1.0,0.7378152777777778,0.5142298114549982,"TFDP2, DFFA, PSMD5, UBA52, YWHAB, KPNA1"
Reactome,RHO GTPase Effectors R-HSA-195258,112,SCAI,down,111,1.1194621497001666e-05,0.4917016596680664,1.0,0.7378152777777778,0.5282817502668089,"RHOQ, WASF3, PPP2R5A, DHDDS, ACTR3, DYNC1I1"
Reactome,HSP90 Chaperone Cycle For Steroid Hormone Receptors (SHR) In Presence Of Ligand R-HSA-3371497,26,DNAJB1,up,25,0.006184778325259686,0.4933013397320536,1.0,0.7378152777777778,0.38971896122376376,"PTGES3, DNAJA1, DNAJA4, HSP90AA1, HSPA2, NR3C1"
GO:BP,mRNA Stabilization (GO:0048255),18,FUS,up,17,0.006402344528503497,0.4939012197560488,1.0,0.7378152777777778,0.49466382070437565,"PABPC1, ELAVL4, HNRNPU, TARDBP, CSDE1, ELAVL1"
GO:BP,"Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)",33,ZMYND8,up,32,0.0021416402887552977,0.4953009398120376,1.0,0.7378152777777778,0.5378868729989328,"CDK13, CDK12, BRD4, MED14, CDK9, MED21"
Reactome,Ub-specific Processing Proteases R-HSA-5689880,91,"USP12, TRRAP",down,89,-0.0021373024210333824,0.4977004599080184,1.0,0.7378152777777778,0.47634293845606546,"KEAP1, USP24, TANK, SEM1, USP20, HGS"
GO:BP,Heterochromatin Organization (GO:0070828),17,L3MBTL1,up,16,0.0031632784521207213,0.4981003799240152,1.0,0.7378152777777778,0.5114727854855923,"UBR2, CTBP1, UBR5, LMNA, CBX3, MTHFR"
Reactome,Signaling By WNT R-HSA-195721,126,"SOX6, TRRAP",up,124,0.00394720426242378,0.4991001799640072,1.0,0.7378152777777778,0.4904838135894699,"PRKCB, WNT5A, AGO3, CSNK2A2, TNRC6B, ZRANB1"
GO:CC,Endolysosome (GO:0036019),13,LGMN,down,12,-0.002061756948630015,0.499500099980004,1.0,0.7378152777777778,0.5007114905727499,"AP2A1, AP2B1, TPCN1, ATG16L1, AP2M1, CTSL"
GO:BP,Axonogenesis (GO:0007409),98,CNTN4,down,97,-0.002601961787674845,0.4999000199960008,1.0,0.7378152777777778,0.5935610103166133,"SLITRK5, EMB, KIF5A, EPHB2, EPHA7, MYCBP2"
GO:BP,Organonitrogen Compound Biosynthetic Process (GO:1901566),44,ELOVL7,down,43,-0.003291185176389855,0.5008998200359928,1.0,0.7378152777777778,0.5627890430451796,"CERS6, GPHN, TNIP1, CDO1, PPM1L, PCSK1"
GO:CC,Voltage-Gated Calcium Channel Complex (GO:0005891),20,CACNA1A,up,19,0.0011404285844611494,0.5008998200359928,1.0,0.7378152777777778,0.43062966915688367,"CACNA2D3, HSPA2, CACNB1, CACNG3, SCN8A, SCN7A"
Reactome,Dopamine Neurotransmitter Release Cycle R-HSA-212676,18,PPFIA4,up,17,0.0012339288916657953,0.5016996600679864,1.0,0.7378152777777778,0.456421202419068,"SYN2, CASK, SYN1, SNAP25, RAB3A, PPFIA1"
Reactome,NGF-stimulated Transcription R-HSA-9031628,13,SH3GL3,down,12,-0.00558854026409487,0.5022995400919816,1.0,0.7378152777777778,0.5788865172536464,"CDK5R1, CREB1, SRF, ID4, CHD4, CDK5R2"
Reactome,Deubiquitination R-HSA-5688426,118,"USP12, TRRAP",down,116,-0.004474636191373755,0.5042991401719656,1.0,0.7378152777777778,0.4829242262540021,"TGFBR2, VCPIP1, KEAP1, ATXN3, USP24, TANK"
Reactome,Fatty Acid Metabolism R-HSA-8978868,53,ELOVL7,down,52,-0.004667937751107205,0.505498900219956,1.0,0.7378152777777778,0.5269477054429029,"FASN, ABCC1, HSD17B12, ACBD5, ELOVL5, ACADM"
GO:BP,Positive Regulation Of Neurogenesis (GO:0050769),36,PLXNC1,up,35,-0.0007003771141171455,0.5058988202359528,1.0,0.7378152777777778,0.43792244752757026,"PTPRD, TRIM32, SPEN, CAPRIN1, SNW1, PLXNA4"
GO:MF,Acetylation-Dependent Protein Binding (GO:0140033),15,ZMYND8,up,14,-0.00027827838701861244,0.5058988202359528,1.0,0.7378152777777778,0.3898968338669513,"BRD4, PSME4, THAP7, TAF1, PHIP, MLLT3"
KEGG,Retrograde endocannabinoid signaling,78,CACNA1A,up,77,-0.0007380092601207169,0.5068986202759448,1.0,0.7378152777777778,0.4743863393810032,"PRKCB, PLCB4, NDUFC2, NDUFB4, GNAO1, NDUFB11"
Reactome,Vasopressin Regulates Renal Water Homeostasis Via Aquaporins R-HSA-432040,19,PRKAR2A,up,18,0.0008923516919215521,0.5086982603479304,1.0,0.7378152777777778,0.49911063678406264,"GNB5, GNG4, GNAS, PRKAR1B, GNG7, GNG2"
GO:BP,Axon Development (GO:0061564),48,CNTN4,down,47,-0.005761690774655088,0.5088982203559288,1.0,0.7378152777777778,0.464247598719317,"SLC25A46, SLITRK5, EPHB2, NREP, ARHGAP35, AMIGO1"
GO:BP,Monoatomic Cation Transmembrane Transport (GO:0098655),87,CACNA1A,up,86,-0.0008739703619137926,0.5092981403719257,1.0,0.7378152777777778,0.4875489149768766,"CLU, GRIN2A, KCNH2, SLC29A4, SLC24A2, SLC41A1"
GO:BP,Neuron Differentiation (GO:0030182),57,"CFLAR, MANF",up,55,-0.0003127500203184106,0.5096980603879224,1.0,0.7378152777777778,0.4320526503023835,"WNT5A, PBX3, PTPRD, MYT1L, RTN1, TENM2"
WikiPathways,Synaptic Vesicle Pathway WP2267,37,CACNA1A,up,36,-0.0020128824851579135,0.510497900419916,1.0,0.7378152777777778,0.5691924581999288,"SYN2, SLC18A1, CLN8, AP2S1, SYN1, DNM1"
GO:CC,Secretory Granule Membrane (GO:0030667),96,CPNE3,down,95,-0.005884614675060699,0.5116976604679064,1.0,0.7378152777777778,0.536463891853433,"LAMTOR1, CD47, ITPR1, MGST1, HGSNAT, NRAS"
GO:MF,Methylated Histone Binding (GO:0035064),32,"ZMYND8, L3MBTL1",up,30,-0.0012613975132505098,0.5122975404919016,1.0,0.7378152777777778,0.5176983279971541,"BPTF, KDM5A, ING4, MSL3, THAP7, TAF1"
GO:BP,Regulation Of Cell Adhesion (GO:0030155),52,PLXNC1,up,51,-0.0005815333399154685,0.5124975004999001,1.0,0.7378152777777778,0.48932764140875135,"PPP1R12A, SEMA4D, NUAK1, ADAM22, STX4, ZFHX3"
GO:BP,Neuron Projection Guidance (GO:0097485),56,CNTN4,down,55,-0.006373335624283011,0.5126974605078984,1.0,0.7378152777777778,0.5935610103166133,"EMB, KIF5A, EPHB2, EPHA7, MYCBP2, UNC5C"
GO:BP,Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),47,GPNMB,up,46,-0.0019445544609840474,0.5132973405318936,1.0,0.7378152777777778,0.4578441835645678,"PRMT2, JADE1, BCL7A, ARID2, ANKRD17, FHL1"
GO:BP,Neuron Projection Organization (GO:0106027),10,LGMN,down,9,-0.00633165654208925,0.5134973005398921,1.0,0.7378152777777778,0.4573105656350054,"PICK1, ARF1, GSK3B, DCTN1, MAP1A, PSEN1"
GO:BP,Long-Term Memory (GO:0007616),10,CALB1,up,9,-0.0019232382376988728,0.5136972605478904,1.0,0.7378152777777778,0.5923159018143009,"PRNP, SGK1, KAT2A, EIF2AK4, CPEB3, CAMK2N1"
Reactome,Aquaporin-mediated Transport R-HSA-445717,20,PRKAR2A,up,19,-0.00261239178086582,0.5164967006598681,1.0,0.7378152777777778,0.47171824973319104,"GNB5, GNG4, GNAS, PRKAR1B, GNG7, GNG2"
GO:BP,Sphingolipid Metabolic Process (GO:0006665),40,ELOVL7,down,39,-0.009309966090278557,0.5170965806838632,1.0,0.7378152777777778,0.5382426182853077,"CERS6, PPP2R1A, PPP2CA, PPM1L, ELOVL5, ACER3"
Reactome,Glucagon Signaling In Metabolic Regulation R-HSA-163359,15,PRKAR2A,up,14,-0.0017351360459412848,0.5180963807238552,1.0,0.7378152777777778,0.5206332266097474,"GNG4, GNAS, PRKAR1B, GNG7, GNG2, GNG3"
Reactome,EGFR Downregulation R-HSA-182971,17,SH3GL3,down,16,-0.008419941877946258,0.5198960207958409,1.0,0.7378152777777778,0.4393454286730701,"HGS, EPS15, SH3GL1, STAM, PTPN12, EPN1"
Reactome,G Alpha (Q) Signaling Events R-HSA-416476,45,GPNMB,up,44,-0.0027957020158117466,0.5206958608278345,1.0,0.7378152777777778,0.5496264674493063,"RGS17, TRIO, PLCB4, DGKD, MAPK1, GNB5"
GO:BP,Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),29,"IBTK, CACNA1A",down,27,-0.007490381874420025,0.5218956208758249,1.0,0.7378152777777778,0.5859124866595518,"ITPR1, DRD2, CACNA1E, PLCG1, CACNA1G, PLCH1"
GO:MF,Protease Binding (GO:0002020),44,CFLAR,up,43,-0.004788843698279802,0.5230953809238152,1.0,0.7378152777777778,0.4028815368196371,"ANXA2, TTN, SPATA2, LCOR, TIMP2, SERPINB6"
GO:CC,Azurophil Granule Membrane (GO:0035577),26,CPNE3,down,25,-0.009989539831876755,0.5232953409318136,1.0,0.7378152777777778,0.49217360369975094,"LAMTOR1, MGST1, CKAP4, TMEM30A, SYNGR1, ATP8A1"
KEGG,GABAergic synapse,41,CACNA1A,up,40,-0.006344997568521649,0.5250949810037993,1.0,0.7378152777777778,0.47305229455709713,"PRKCB, SLC38A2, GNAO1, GNAI2, GNAI3, GNB5"
GO:BP,Negative Regulation Of Cell Motility (GO:2000146),58,"ZMYND8, SCAI",up,56,-0.0058006356619963685,0.5250949810037993,1.0,0.7378152777777778,0.5533617929562433,"STC1, MITF, TMEFF2, ARID4B, ARID4A, ARID2"
KEGG,Fatty acid elongation,13,ELOVL7,down,12,-0.012822857902695736,0.5252949410117976,1.0,0.7378152777777778,0.5591426538598363,"HSD17B12, ELOVL5, ELOVL6, HADHB, ELOVL4, HADHA"
GO:BP,Regulation Of Hydrolase Activity (GO:0051336),32,PLXNC1,up,31,-0.007181407403080694,0.5260947810437913,1.0,0.7378152777777778,0.46193525435787974,"RAB3GAP2, GPR137B, PLXNA4, ARHGAP12, RAP1GAP, SOD1"
GO:BP,Cellular Response To Growth Factor Stimulus (GO:0071363),56,"CPNE3, LGMN, SOX6",down,53,-0.009600995424783454,0.5272945410917816,1.0,0.7378152777777778,0.4848808253290644,"CIB1, ACVR1, TGFBR2, SETX, PTPN11, DUSP3"
