gene,symbol,g,lineage,agtr1
ENSG00000013561,RNF14,-0.230774471312109,-2.4444650054607475,2.46486002021718
ENSG00000013588,GPRC5A,0.2970681028044627,-0.7002235485529269,16.4057006042847
ENSG00000014123,UFL1,-0.1747896601134051,0.0,0.0
ENSG00000014216,CAPN1,0.0446553790156804,0.0,0.0
ENSG00000014641,MDH1,0.0677480216207684,-1.9987235261381882,0.0
ENSG00000014824,SLC30A9,-0.1066324680614084,0.0,0.0
ENSG00000014919,COX15,0.1987560920227536,-0.19486117576209505,0.0
ENSG00000015153,YAF2,0.0349335381928567,-1.2473364255457802,1.98564586947731
ENSG00000015171,ZMYND11,0.0091802073371374,0.2658629539746867,0.0
ENSG00000015532,XYLT2,-0.1335560310526033,0.0,0.0
ENSG00000015592,STMN4,0.2367185424565807,-0.8713860028594426,0.0
ENSG00000015676,NUDCD3,0.0728029017317841,0.0,0.0
ENSG00000016864,GLT8D1,-0.0399679098700921,-1.3318232652199389,0.0
ENSG00000017260,ATP2C1,0.2248794974853689,-2.028820423050209,5.29659991701856
ENSG00000017427,IGF1,0.4931422183260808,1.4132857231936824,0.0
ENSG00000017797,RALBP1,-0.0345404909255663,-2.73759200775685,0.0
ENSG00000018189,RUFY3,-0.2000812269199696,-0.7727280138135476,2.59643554930077
ENSG00000018236,CNTN1,-0.1661810793941725,-1.8385334910642812,9.296408196627901
ENSG00000018510,AGPS,-0.1838309526101128,-2.418133395033549,8.35976089409555
ENSG00000018625,ATP1A2,-0.1977586349230823,0.0,0.0
ENSG00000019505,SYT13,0.3035754630780687,1.5161438068586228,0.0
ENSG00000019582,CD74,0.2133122660605008,0.0,0.0
ENSG00000019995,ZRANB1,0.3334254322357535,0.0,0.0
ENSG00000020129,NCDN,0.1591361244098058,-2.77975566720225,0.0
ENSG00000020426,MNAT1,-0.1759279139797883,-1.584567947102325,3.6809456254716
ENSG00000020577,SAMD4A,0.0262020864213248,0.11132740603927416,0.0
ENSG00000021300,PLEKHB1,0.2897028537775057,2.5121814201419617,0.0
ENSG00000021355,SERPINB1,-0.1045341085884309,-2.3773891539289416,0.0
ENSG00000021574,SPAST,-0.1890441277591107,0.03571554777934005,0.0
ENSG00000021645,NRXN3,-0.2774855439756853,-0.43520727886485644,3.9917522965561
ENSG00000021762,OSBPL5,-0.039944381153492,-0.50854172451115,2.0341668980446
ENSG00000021776,AQR,-0.0103668671586896,0.0,0.0
ENSG00000022267,FHL1,0.304278062133568,0.0,0.0
ENSG00000022355,GABRA1,-0.0682217758512539,0.0,0.0
ENSG00000022567,SLC45A4,0.4844692883102294,0.0,0.0
ENSG00000022840,RNF10,-0.0443683433617976,0.0,0.0
ENSG00000023041,ZDHHC6,-0.1550424914336207,0.31667654575073834,0.0
ENSG00000023171,GRAMD1B,-0.0236560712910802,-1.0586419319878575,4.23456772795143
ENSG00000023191,RNH1,0.1429743940140563,-3.27254511374295,0.0
ENSG00000023228,NDUFS1,-0.1267027898688094,-0.2259363398987665,0.0
ENSG00000023287,RB1CC1,0.0592178409104844,-0.8186438457339344,2.72719237691408
ENSG00000023318,ERP44,0.0428338687756896,-1.51276845918062,3.97893666714549
ENSG00000023516,AKAP11,-0.4357666928096437,0.0,0.0
ENSG00000023572,GLRX2,0.1680536260192192,-2.2980011126260504,0.0
ENSG00000023734,STRAP,-0.2433606499283798,-1.8351831092963016,0.0
ENSG00000023909,GCLM,0.2535961887658754,0.33902442958158335,0.0
ENSG00000024048,UBR2,0.2513307841293016,-0.24324565334971626,0.0
ENSG00000024862,CCDC28A,0.2452313306168186,-1.5441514262944627,0.0
ENSG00000025039,RRAGD,-0.0428507027046199,-0.5426910154608016,0.0
ENSG00000025156,HSF2,-0.0986163944947508,-2.0134352557190183,0.0
ENSG00000025293,PHF20,0.3270043367803494,0.008890411820482003,0.0
ENSG00000025770,NCAPH2,-0.1830119493007737,0.0,0.0
ENSG00000025772,TOMM34,0.1967933156189551,-1.6189554767276324,0.0
ENSG00000025796,SEC63,-0.0443382002410237,0.0,0.0
ENSG00000025800,KPNA6,-0.0227911179561762,0.38038511526390484,0.0
ENSG00000026652,AGPAT4,-0.0817399895448281,-0.8019650612497498,6.45298070832946
ENSG00000027697,IFNGR1,-0.2498806868975809,0.0,0.0
ENSG00000027847,B4GALT7,-0.196870801888516,-2.050763290154727,0.0
ENSG00000028203,VEZT,0.1767976099561517,-2.7551055451431186,8.68542136111031
ENSG00000028310,BRD9,-0.3693427005723206,-1.883462118483195,0.0
ENSG00000028528,SNX1,0.0158020751068566,0.0,0.0
ENSG00000028839,TBPL1,0.1538149492472671,-1.7688197943710424,7.211422575501
ENSG00000029363,BCLAF1,-0.2022585158002036,0.0,0.0
ENSG00000029364,SLC39A9,-0.2940928454289744,-0.21702187266087836,0.0
ENSG00000029534,ANK1,-0.0146373032683856,-2.8092077524377532,13.5061260044384
ENSG00000029725,RABEP1,0.0034378202908446,-1.6844368722188623,3.27267361095162
ENSG00000030582,GRN,0.7821055017233192,-4.193398780812029,0.0
ENSG00000031003,FAM13B,0.2704716767406377,0.0,0.0
ENSG00000031823,RANBP3,-0.1069265572350298,-1.6588417275293423,0.0
ENSG00000032219,ARID4A,0.4175634750864889,-1.4741248546111496,0.0
